t	v
44.7	-59.9512
44.8	-59.9512
44.9	-59.9512
45	-59.9512
45.1	-59.9512
45.2	-59.9512
45.3	-59.9512
45.4	-59.9512
45.5	-59.9512
45.6	-59.9512
45.7	-59.9512
45.8	-59.9512
45.9	-59.9512
46	-59.9512
46.1	-59.9512
46.2	-59.9512
46.3	-59.9512
46.4	-59.9512
46.5	-59.9512
46.6	-59.9512
46.7	-59.9512
46.8	-59.9512
46.9	-59.9512
47	-59.9512
47.1	-59.9512
47.2	-59.9512
47.3	-59.9512
47.4	-59.9512
47.5	-59.9512
47.6	-59.9512
47.7	-59.9512
47.8	-59.9512
47.9	-59.9512
48	-59.9512
48.1	-59.9512
48.2	-59.9512
48.3	-59.9512
48.4	-59.9512
48.5	-59.9512
48.6	-59.9512
48.7	-59.9512
48.8	-59.9512
48.9	-59.9512
49	-59.9512
49.1	-59.9512
49.2	-59.9512
49.3	-59.9512
49.4	-59.9512
49.5	-59.9512
49.6	-59.9512
49.7	-59.9512
49.8	-59.9512
49.9	-59.9512
50	-59.9512
50.1	-59.9512
50.2	-59.9512
50.3	-59.9512
50.4	-59.9512
50.5	-59.9512
50.6	-59.9512
50.7	-59.9512
50.8	-59.9512
50.9	-59.9512
51	-59.9512
51.1	-59.9512
51.2	-59.9512
51.3	-59.9512
51.4	-59.9512
51.5	-59.9512
51.6	-59.9512
51.7	-59.9512
51.8	-59.9512
51.9	-59.9512
52	-59.9512
52.1	-59.9512
52.2	-59.9512
52.3	-59.9512
52.4	-59.9512
52.5	-59.9512
52.6	-59.9512
52.7	-59.9512
52.8	-59.9512
52.9	-59.9512
53	-59.9512
53.1	-59.9512
53.2	-59.9512
53.3	-59.9512
53.4	-59.9512
53.5	-59.9512
53.6	-59.9512
53.7	-59.9512
53.8	-59.9512
53.9	-59.9512
54	-59.9512
54.1	-59.9512
54.2	-59.9512
54.3	-59.9512
54.4	-59.9512
54.5	-59.9512
54.6	-59.9512
54.7	-59.9512
54.8	-59.9512
54.9	-59.9512
55	-59.9512
55.1	-59.9512
55.2	-59.9512
55.3	-59.9512
55.4	-59.9512
55.5	-59.9512
55.6	-59.9512
55.7	-59.9512
55.8	-59.9512
55.9	-59.9512
56	-59.9512
